invoice_no,date,workshop,vehicle_id,plate,make_model,odometer_km,kind,subtotal,vat,total,pdf_file
INV-66044324,2024-06-20,יואב חשמל ופנסים (בדיקה),VH-82,90-689-34,Mazda 3,28842,routine,977.06,166.1,1143.16,INV-66044324_VH-82.pdf
INV-68297514,2023-06-01,עובד חלפים מקוריים (בדיקה),VH-82,90-689-34,Mazda 3,31337,tires,2498.82,424.8,2923.62,INV-68297514_VH-82.pdf
INV-10587525,2023-11-27,יוסי צמיגים ופרונט (בדיקה),VH-82,90-689-34,Mazda 3,35019,lights,464.78,79.01,543.79,INV-10587525_VH-82.pdf
INV-59045990,2023-11-28,עובד חלפים מקוריים (בדיקה),VH-82,90-689-34,Mazda 3,37395,spark_plugs,780.8,132.74,913.54,INV-59045990_VH-82.pdf
INV-23155516,2023-05-24,יוסי צמיגים ופרונט (בדיקה),VH-83,41-251-93,Mazda 3,4470,routine,542.71,92.26,634.97,INV-23155516_VH-83.pdf
INV-62813721,2024-06-21,יוסי צמיגים ופרונט (בדיקה),VH-83,41-251-93,Mazda 3,6555,routine,717.09,121.91,839.0,INV-62813721_VH-83.pdf
INV-03700332,2024-10-22,יוסי צמיגים ופרונט (בדיקה),VH-83,41-251-93,Mazda 3,8502,routine,868.84,147.7,1016.54,INV-03700332_VH-83.pdf
INV-84706810,2024-10-11,מוסך צי צפון (בדיקה),VH-83,41-251-93,Mazda 3,10182,routine,714.98,121.55,836.53,INV-84706810_VH-83.pdf
INV-95826328,2023-01-08,מוסך צי צפון (בדיקה),VH-83,41-251-93,Mazda 3,12366,routine,741.62,126.08,867.7,INV-95826328_VH-83.pdf
INV-23945354,2024-07-23,עובד חלפים מקוריים (בדיקה),VH-83,41-251-93,Mazda 3,14236,routine,735.09,124.97,860.06,INV-23945354_VH-83.pdf
INV-63210613,2024-09-09,מוסך צי צפון (בדיקה),VH-83,41-251-93,Mazda 3,16371,routine,990.23,168.34,1158.57,INV-63210613_VH-83.pdf
INV-45703943,2024-11-21,מוסך המרכז (בדיקה),VH-83,41-251-93,Mazda 3,18859,routine,533.99,90.78,624.77,INV-45703943_VH-83.pdf
INV-65769277,2024-05-26,יוסי צמיגים ופרונט (בדיקה),VH-83,41-251-93,Mazda 3,21446,tires,2261.5,384.46,2645.96,INV-65769277_VH-83.pdf
INV-90040476,2023-01-01,יוסי צמיגים ופרונט (בדיקה),VH-83,41-251-93,Mazda 3,23878,lights,590.0,100.3,690.3,INV-90040476_VH-83.pdf
INV-65146040,2024-10-23,עובד חלפים מקוריים (בדיקה),VH-83,41-251-93,Mazda 3,25221,spark_plugs,923.31,156.96,1080.27,INV-65146040_VH-83.pdf
INV-07201137,2024-10-13,יוסי צמיגים ופרונט (בדיקה),VH-84,38-280-99,Ford Transit,6386,routine,993.34,168.87,1162.21,INV-07201137_VH-84.pdf
INV-12316600,2023-01-24,עובד חלפים מקוריים (בדיקה),VH-84,38-280-99,Ford Transit,8574,routine,884.12,150.3,1034.42,INV-12316600_VH-84.pdf
INV-44734043,2024-08-13,יוסי צמיגים ופרונט (בדיקה),VH-84,38-280-99,Ford Transit,10934,routine,450.74,76.63,527.37,INV-44734043_VH-84.pdf
INV-68730451,2023-02-15,מוסך המרכז (בדיקה),VH-84,38-280-99,Ford Transit,13623,routine,908.32,154.41,1062.73,INV-68730451_VH-84.pdf
INV-88255629,2024-01-18,יואב חשמל ופנסים (בדיקה),VH-84,38-280-99,Ford Transit,16434,routine,821.38,139.63,961.01,INV-88255629_VH-84.pdf
INV-78656194,2023-06-01,עובד חלפים מקוריים (בדיקה),VH-84,38-280-99,Ford Transit,18969,routine,887.67,150.9,1038.57,INV-78656194_VH-84.pdf
INV-20582958,2024-04-06,מוסך צי צפון (בדיקה),VH-84,38-280-99,Ford Transit,21707,routine,1109.34,188.59,1297.93,INV-20582958_VH-84.pdf
INV-61618808,2023-05-23,מוסך העיר (בדיקה),VH-84,38-280-99,Ford Transit,24376,routine,634.01,107.78,741.79,INV-61618808_VH-84.pdf
INV-57155868,2023-08-21,יוסי צמיגים ופרונט (בדיקה),VH-84,38-280-99,Ford Transit,26786,tires,2338.28,397.51,2735.79,INV-57155868_VH-84.pdf
INV-72308172,2023-08-20,מוסך העיר (בדיקה),VH-84,38-280-99,Ford Transit,29116,lights,500.14,85.02,585.16,INV-72308172_VH-84.pdf
INV-13000413,2023-08-03,עובד חלפים מקוריים (בדיקה),VH-84,38-280-99,Ford Transit,31265,spark_plugs,596.09,101.34,697.43,INV-13000413_VH-84.pdf
INV-94565346,2024-01-02,מוסך צי צפון (בדיקה),VH-85,41-968-25,Skoda Octavia,6811,routine,1012.58,172.14,1184.72,INV-94565346_VH-85.pdf
INV-07550476,2023-02-12,מוסך העיר (בדיקה),VH-85,41-968-25,Skoda Octavia,9249,routine,921.8,156.71,1078.51,INV-07550476_VH-85.pdf
INV-70607174,2024-09-27,מוסך העיר (בדיקה),VH-85,41-968-25,Skoda Octavia,12686,routine,826.02,140.42,966.44,INV-70607174_VH-85.pdf
INV-53970548,2024-10-08,מוסך המרכז (בדיקה),VH-85,41-968-25,Skoda Octavia,15044,routine,598.5,101.75,700.25,INV-53970548_VH-85.pdf
INV-90871827,2023-04-08,מוסך צי צפון (בדיקה),VH-85,41-968-25,Skoda Octavia,17902,routine,654.02,111.18,765.2,INV-90871827_VH-85.pdf
INV-91872742,2024-10-31,מוסך העיר (בדיקה),VH-85,41-968-25,Skoda Octavia,19373,routine,815.47,138.63,954.1,INV-91872742_VH-85.pdf
INV-73062604,2023-06-08,מוסך המרכז (בדיקה),VH-85,41-968-25,Skoda Octavia,21172,routine,601.5,102.26,703.76,INV-73062604_VH-85.pdf
INV-11222990,2023-08-23,מוסך צי צפון (בדיקה),VH-85,41-968-25,Skoda Octavia,23508,routine,990.14,168.32,1158.46,INV-11222990_VH-85.pdf
INV-16704686,2024-01-13,עובד חלפים מקוריים (בדיקה),VH-85,41-968-25,Skoda Octavia,26259,tires,1928.26,327.8,2256.06,INV-16704686_VH-85.pdf
INV-21021923,2024-06-03,יוסי צמיגים ופרונט (בדיקה),VH-85,41-968-25,Skoda Octavia,29631,lights,556.08,94.53,650.61,INV-21021923_VH-85.pdf
INV-29618033,2023-03-10,עובד חלפים מקוריים (בדיקה),VH-85,41-968-25,Skoda Octavia,33116,spark_plugs,600.58,102.1,702.68,INV-29618033_VH-85.pdf
